word | morph | numbers 
абажур | абажур!
вдувной | в!ду!в!н!ой
вдуматься | в!дум!а!ть!ся
вдумчивость | в!дум!чив!ость!
вдумчивый | в!дум!чив!ый
вдумываться | в!дум!ыва!ть!ся
вдунуть | в!ду!ну!ть
вдуть | в!ду!ть
вдыхание | в!дых!а!ни!е 
вдыхательный | в!дых!а!тель!н!ый
вдыхать | в!дых!а!ть
вдыхаться | в!дых!а!ть!ся
вебер | вебер!
веверица | вевериц!а
вегетарианец | вегетари!ан!ец!
вегетарианка | вегетари!ан!к!а
вегетарианский | вегетари!ан!ск!ий
вегетарианство | вегетари!ан!ств!о
вегетарианствовать | вегетари!ан!ств!ова!ть
вегетативный | вегет!ат!ивн!ый
вегетационный | вегет!аци!онн!ый
вегетация | вегет!аци!я 
вегетоневроз | вегет!о!невр!оз!
ведание | вед!а!ни!е 
ведать | вед!а!ть
ведаться | вед!а!ть!ся
ведение | вед!ени!е (ведение дела)
ведение | вед!ени!е 
веденный | вед!енн!ый
ведерко | ведер!к!о
ведерница | ведер!ниц!а
ведерный | ведер!н!ый
ведерочко | ведер!оч!к!о
ведерочный | ведер!оч!н!ый
ведерце | ведер!ц!е
ведерышко | ведер!ышк!о
веди | веди, нескл., с.
ведийский | вед!ий!ск!ий
ведический | вед!ическ!ий
ведовской | вед!ов!ск!ой
ведовство | вед!ов!ств!о
ведомо | вед!ом!о
ведомостичка | ведомост!ичк!а
ведомость | ведомость!
ведомственность | ведомств!енн!ость!
ведомственный | ведомств!енн!ый
ведомство | ведомств!о
ведомый | вед!ом!ый (от вед!а!ть)
ведомый | вед!ом!ый (от вес!ти)
ведренеть | ведр!ен!е!ть
ведренный | ведр!енн!ый
ведро | ведр!о
ведро | ведр!о (ясная погода)
ведун | вед!ун!
ведунья | вед!унь!я 
ведущий | вед!ущ!ий
ведущийся | вед!ущ!ий!ся
ведший | вед!ш!ий
ведшийся | вед!ш!ий!ся
веды | вед!ы
ведывать | вед!ыва!ть, наст. вр. не употр.
ведь | ведь
ведьма | ведьм!а
ведьмовский | ведьм!ов!ск!ой и ведьм!ов!ск!ий
ведьмовской | ведьм!ов!ск!ой и ведьм!ов!ск!ий
веер | веер!
веерница | веер!ниц!а
веерный | веер!н!ый
вееровидный | веер!о!вид!н!ый
веерокрылые | веер!о!крыл!ые, -ых
вееролистный | веер!о!лист!н!ый
веерообразный | веер!о!образ!н!ый
веерочек | веер!оч!ек!
вежливость | вежлив!ость!
вежливый | вежлив!ый
везде | везде
вездесущий | везде!сущ!ий
вездеход | везде!ход!
везение | вез!ени!е 
везенный | вез!енн!ый
везикула | везикул!а
везикулит | везикул!ит!
везикулярный | везикул!ярн!ый
везир | везир!
везти | вез!ти
везтись | вез!ти!сь
везучий | вез!уч!ий
везший | вез!ш!ий
везшийся | вез!ш!ий!ся
вейка | вей!к!а
вейсманизм | вейсман!изм!
век | век!
веки | век!и
вековать | век!ова!ть
вековечный | век!о!веч!н!ый
вековой | век!ов!ой
вековуха | век!ов!ух!а
вековуша | век!ов!уш!а
векселедатель | вексел!е!да!тель!
векселедержатель | вексел!е!держ!а!тель!
вексель | вексель!
вексельный | вексель!н!ый
вектор | вектор!
вектор-потенциал | вектор!-потенци!ал!
вектор-функция | вектор!-функци!я 
векториальный | вектор!и!альн!ый
векторметр | вектор!метр!
векторный | вектор!н!ый
векша | векш!а
велегласный | веле!глас!н!ый
велелепный | веле!леп!н!ый
велемудрый | веле!мудр!ый
веление | вел!ени!е 
велеречивость | веле!реч!ив!ость!
велеречивый | веле!реч!ив!ый
велеречие | веле!реч!и!е 
велеть | вел!е!ть
велик | вел!ик!
великан | велик!ан!
великанский | велик!ан!ск!ий
великанша | велик!ан!ш!а
великий | велик!ий
великобританец | велик!о!британ!ец!
великобританка | велик!о!британ!к!а
великобританский | велик!о!британ!ск!ий
великоватый | велик!оват!ый
великовозрастный | велик!о!возраст!н!ый
великодержавный | велик!о!держав!н!ый
великодушествовать | велик!о!душ!еств!ова!ть
великодушие | велик!о!душ!и!е 
великодушничать | велик!о!душ!н!ича!ть
великодушный | велик!о!душ!н!ый
великокняжеский | велик!о!княж!еск!ий
великолепие | великолеп!и!е 
великолепный | великолеп!н!ый
великомученик | велик!о!муч!е!ник!
великомученица | велик!о!муч!е!ниц!а
великомученический | велик!о!муч!е!нич!еск!ий
великонек | велик!онек!
великопостный | велик!о!пост!н!ый
великородный | велик!о!род!н!ый
великоросс | велик!о!росс!
великороссийский | велик!о!россий!ск!ий
великорус | велик!о!рус!
великоруска | велик!о!рус!к!а
великорусский | велик!о!рус!ск!ий
великосветский | велик!о!свет!ск!ий
величавость | велич!ав!ость!
величавый | велич!ав!ый
величайший | велич!айш!ий
величальный | велич!а!ль!н!ый
